s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"SPD";15;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"row_660";660;38298520557;0;0;"Inventory";"Inventory";false;63.39;"Will";3;6;9;"DEF flat";94;"";0;0;5;"-";"-";"-";"-";6;"-";"-";"-";15;"-";"Rare";70.54
"DEF%";8;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"";0;{};"row_661";661;38445295674;0;0;"Inventory";"Inventory";false;63.99;"Will";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";5;"-";8;"-";"-";"-";14;"-";"Rare";71.13
"SPD";15;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_662";662;40042353658;11;0;"Moore";"Inventory";false;64.29;"Will";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";5;"-";7;"-";"-";"-";15;"-";"Rare";71.43
"SPD";15;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"RES";9;{"enchanted":false,"gvalue":0};"";0;{};"row_663";663;40076830036;0;0;"Inventory";"Inventory";false;66.96;"Will";3;6;9;"DEF flat";94;"";0;0;9;"-";"-";"-";"-";6;"-";"-";"-";15;"-";"Hero";74.11
"ACC";13;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"";0;{};"row_664";664;40862034069;0;0;"Inventory";"Inventory";false;77.08;"Will";3;6;9;"DEF flat";94;"RES";8;0;"-";"-";"-";13;"-";"-";"-";"-";"-";11;8;"Hero";84.23
"HP%";15;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"";0;{};"row_665";665;38580400488;0;0;"Inventory";"Inventory";false;71.73;"Will";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";"-";"-";15;"-";10;9;"Hero";78.87
"ACC";19;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"row_666";666;38299207574;0;0;"Inventory";"Inventory";false;71.73;"Will";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";19;"-";"-";"-";"-";"-";10;6;"Hero";78.87
"ACC";18;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_667";667;41343592135;0;0;"Inventory";"Inventory";false;74.48;"Will";3;6;9;"DEF flat";94;"HP flat";352;0;"-";"-";"-";18;"-";7;"-";"-";"-";11;"-";"Hero";81.63
"HP flat";242;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"ACC";18;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"row_668";668;43076527373;0;0;"Inventory";"Inventory";false;71.35;"Will";3;5;12;"DEF flat";99;"";0;0;"-";"-";"-";18;"-";12;"-";"-";242;10;"-";"Legend";71.35
"SPD";15;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_669";669;43393479204;0;0;"Inventory";"Inventory";false;79.46;"Will";3;6;9;"DEF flat";94;"DEF%";8;0;"-";14;"-";"-";"-";"-";"-";5;"-";15;"-";"Hero";86.61
"HP%";11;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"row_670";670;38580400484;126;0;"Kumar";"Inventory";false;77;"Will";3;6;12;"DEF flat";118;"";0;0;"-";4;"-";"-";"-";12;"-";11;"-";14;"-";"Legend";77
"DEF%";14;{"enchanted":true,"gvalue":5};"SPD";21;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_671";671;36713132870;33;0;"Cheongpung";"Inventory";false;83.63;"Will";3;6;12;"DEF flat";118;"";0;1;"-";"-";"-";5;"-";14;"-";"-";"-";21;5;"Hero";83.63
"CDmg";19;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_672";672;41490573746;20;0;"Perna";"Inventory";false;84.57;"Will";3;6;12;"DEF flat";118;"";0;0;"-";19;"-";"-";"-";5;"-";"-";"-";15;6;"Legend";84.57
"ATK flat";40;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_673";673;37515320041;0;0;"Inventory";"Inventory";false;64.88;"Will";4;6;9;"DEF%";38;"HP%";5;0;"-";"-";40;"-";13;"-";"-";"-";"-";5;"-";"Hero";72.02
"RES";18;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_674";674;39312012023;0;0;"Inventory";"Inventory";false;71.43;"Will";4;6;9;"DEF%";38;"CRate";4;0;18;"-";"-";"-";"-";"-";"-";6;"-";8;"-";"Hero";78.57
"DEF%";18;{"enchanted":false,"gvalue":0};"HP flat";178;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_675";675;40122944803;0;0;"Inventory";"Inventory";false;71.34;"Will";4;6;9;"CDmg";47;"ACC";8;0;"-";"-";"-";"-";"-";18;"-";12;178;"-";"-";"Hero";78.48
"RES";21;{"enchanted":false,"gvalue":0};"HP flat";201;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_676";676;40687300009;0;0;"Inventory";"Inventory";false;64.56;"Will";4;5;12;"CDmg";48;"";0;0;21;"-";"-";"-";"-";"-";"-";10;201;5;"-";"Legend";64.56
"ACC";7;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_677";677;40816502640;0;0;"Inventory";"Inventory";false;65.94;"Will";4;6;6;"DEF%";29;"CDmg";6;0;"-";"-";"-";7;"-";"-";"-";"-";"-";"-";15;"Rare";80.23
"SPD";9;{"enchanted":false,"gvalue":0};"DEF flat";23;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_678";678;41323610940;0;0;"Inventory";"Inventory";false;50.54;"Will";4;6;6;"CDmg";35;"";0;0;"-";"-";"-";"-";"-";"-";23;"-";"-";9;"-";"Rare";64.82
"ATK%";12;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"HP flat";657;{"enchanted":false,"gvalue":0};"";0;{};"row_679";679;41513350487;0;0;"Inventory";"Inventory";false;59.83;"Will";4;6;9;"CDmg";47;"";0;0;"-";"-";"-";"-";12;"-";"-";"-";657;6;"-";"Hero";66.97
"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"";0;{};"row_680";680;40137402872;5;0;"Verad";"Inventory";false;73.51;"Will";4;6;9;"DEF%";38;"";0;1;"-";"-";"-";13;8;"-";"-";"-";"-";16;"-";"Hero";80.65
"DEF flat";12;{"enchanted":false,"gvalue":0};"CRate";18;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_681";681;31127719463;0;0;"Inventory";"Inventory";false;72.68;"Will";4;6;9;"HP%";38;"RES";7;0;"-";"-";"-";"-";8;"-";12;"-";"-";"-";18;"Rare";79.82
"ATK%";22;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_682";682;41647537438;44;0;"Fran";"Inventory";false;64.87;"Will";4;6;6;"HP%";29;"CDmg";6;1;"-";"-";"-";"-";22;"-";19;"-";"-";"-";"-";"Rare";79.16
"DEF flat";17;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_683";683;41648511697;0;0;"Inventory";"Inventory";false;64.64;"Will";4;6;6;"DEF%";29;"ACC";7;0;"-";"-";"-";"-";22;"-";17;"-";"-";"-";"-";"Rare";78.93
"DEF flat";39;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_684";684;41649123020;0;0;"Inventory";"Inventory";false;59.35;"Will";4;6;9;"DEF%";38;"";0;0;12;"-";"-";"-";"-";"-";39;"-";"-";5;"-";"Hero";66.49
"ATK flat";15;{"enchanted":false,"gvalue":0};"RES";22;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_685";685;41665286843;0;0;"Inventory";"Inventory";false;63.39;"Will";4;6;6;"HP%";29;"ACC";6;0;22;"-";15;"-";"-";"-";"-";"-";"-";"-";"-";"Rare";77.68
"SPD";4;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_686";686;42719742719;0;0;"Inventory";"Inventory";false;65.48;"Will";4;6;6;"CDmg";35;"ACC";8;0;"-";"-";"-";"-";"-";"-";"-";20;"-";4;"-";"Rare";79.76
"ATK%";21;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_687";687;38366140660;0;0;"Inventory";"Inventory";false;70.83;"Will";4;6;15;"DEF%";63;"";0;0;"-";"-";"-";5;21;"-";"-";"-";"-";6;4;"Rare";70.83
"DEF flat";14;{"enchanted":false,"gvalue":0};"CDmg";16;{"enchanted":false,"gvalue":0};"HP flat";674;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"row_688";688;41633975834;0;0;"Inventory";"Inventory";false;75.25;"Will";4;6;12;"HP%";47;"";0;0;"-";16;"-";"-";"-";"-";14;"-";674;12;"-";"Legend";75.25
"RES";14;{"enchanted":false,"gvalue":0};"HP flat";791;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_689";689;43165864213;0;0;"Inventory";"Inventory";false;61.7;"Will";4;6;9;"CDmg";47;"";0;0;14;"-";"-";"-";"-";"-";"-";"-";791;5;"-";"Hero";68.84
"SPD";11;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_690";690;40091331067;0;0;"Inventory";"Inventory";false;80.8;"Will";4;6;12;"HP%";47;"HP flat";305;0;"-";11;"-";12;8;"-";"-";"-";"-";11;"-";"Hero";80.8
"DEF%";14;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_691";691;37009913153;0;0;"Inventory";"Inventory";false;80.95;"Will";4;6;12;"CDmg";59;"";0;0;"-";"-";"-";4;6;14;"-";"-";"-";20;"-";"Legend";80.95
"ATK%";7;{"enchanted":false,"gvalue":0};"HP flat";276;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"ATK flat";82;{"enchanted":false,"gvalue":0};"row_692";692;39510897372;0;0;"Inventory";"Inventory";false;69.95;"Will";4;6;12;"CDmg";59;"SPD";6;0;"-";"-";82;4;7;"-";"-";"-";276;"-";"-";"Legend";69.95
"DEF%";7;{"enchanted":false,"gvalue":0};"ATK flat";28;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"";0;{};"row_694";694;37509145392;0;0;"Inventory";"Inventory";false;71.96;"Will";5;6;9;"HP flat";1440;"RES";8;0;"-";"-";28;"-";"-";7;"-";"-";"-";15;"-";"Hero";79.11
"RES";9;{"enchanted":false,"gvalue":0};"DEF flat";24;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_695";695;40988793012;0;0;"Inventory";"Inventory";false;68.97;"Will";5;5;12;"HP flat";1530;"ACC";6;0;9;"-";"-";"-";"-";6;24;"-";"-";13;"-";"Legend";68.97
"ACC";13;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_696";696;39313117412;0;0;"Inventory";"Inventory";false;77.42;"Will";5;6;9;"HP flat";1440;"CDmg";5;0;"-";"-";"-";13;"-";12;"-";"-";"-";12;"-";"Hero";84.57
"SPD";15;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"ATK flat";24;{"enchanted":false,"gvalue":0};"";0;{};"row_697";697;43008497953;0;0;"Inventory";"Inventory";false;68.57;"Will";5;6;9;"HP flat";1440;"DEF%";7;0;"-";"-";24;"-";"-";"-";"-";5;"-";15;"-";"Hero";75.71
"ACC";12;{"enchanted":false,"gvalue":0};"DEF flat";18;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"";0;{};"row_698";698;43071672034;0;0;"Inventory";"Inventory";false;63.93;"Will";5;6;9;"HP flat";1440;"";0;0;"-";"-";"-";12;"-";"-";18;"-";"-";12;"-";"Hero";71.07
"ACC";10;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"row_699";699;38384416396;150;0;"Jeanne";"Inventory";false;77.56;"Will";5;6;12;"HP flat";1800;"DEF flat";11;0;12;"-";"-";10;"-";12;"-";"-";"-";8;"-";"Legend";77.56
"CRate";12;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_700";700;39451703186;11;0;"Moore";"Inventory";false;83.93;"Will";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";4;14;"-";"-";"-";"-";15;12;"Legend";83.93
"SPD";14;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"row_701";701;40126891563;0;0;"Inventory";"Inventory";false;76.36;"Will";5;6;12;"HP flat";1800;"";0;0;"-";13;"-";"-";"-";5;"-";7;"-";14;"-";"Legend";76.36
"RES";11;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"row_702";702;39478265978;35;0;"Triana";"Inventory";false;83.63;"Will";5;6;13;"HP flat";1920;"";0;1;11;"-";"-";"-";8;"-";"-";"-";"-";16;10;"Legend";83.63
"SPD";11;{"enchanted":true,"gvalue":0};"RES";9;{"enchanted":false,"gvalue":0};"CDmg";22;{"enchanted":false,"gvalue":0};"CRate";7;{"enchanted":false,"gvalue":0};"row_703";703;43077596040;26;0;"Baleygr";"Inventory";true;92.09;"Will";5;6;12;"HP flat";1800;"ACC";5;0;9;22;"-";"-";"-";"-";"-";"-";"-";11;7;"Legend";92.09
"SPD";14;{"enchanted":false,"gvalue":0};"DEF%";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_704";704;43444728770;0;0;"Inventory";"Inventory";false;50.7;"Will";5;5;6;"HP flat";900;"";0;0;"-";"-";"-";"-";"-";4;"-";"-";"-";14;"-";"Rare";64.99
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";13;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"";0;{};"row_705";705;43444728773;0;0;"Inventory";"Inventory";false;69.39;"Will";5;6;9;"HP flat";1440;"";0;0;"-";12;"-";"-";"-";"-";"-";"-";"-";5;13;"Hero";76.53
"ATK flat";20;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"row_706";706;40123370657;0;0;"Inventory";"Inventory";false;68.45;"Will";6;6;9;"DEF%";38;"SPD";5;0;"-";"-";20;"-";18;"-";"-";"-";"-";"-";6;"Rare";75.6
"HP%";8;{"enchanted":false,"gvalue":0};"HP flat";772;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_707";707;40137692657;0;0;"Inventory";"Inventory";false;60.92;"Will";6;6;9;"DEF%";38;"SPD";5;0;"-";"-";"-";"-";"-";"-";"-";8;772;"-";4;"Rare";68.07
"HP%";16;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"HP flat";242;{"enchanted":false,"gvalue":0};"";0;{};"row_708";708;40377168453;0;0;"Inventory";"Inventory";true;62.17;"Will";6;5;9;"DEF%";29;"SPD";4;0;"-";"-";"-";"-";"-";"-";"-";16;242;"-";10;"Rare";69.31
"DEF%";22;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_709";709;38539271970;0;0;"Inventory";"Inventory";true;71.81;"Will";6;5;9;"ATK%";29;"HP%";7;0;"-";5;"-";"-";"-";22;"-";"-";"-";"-";10;"Hero";78.95
"HP flat";658;{"enchanted":false,"gvalue":0};"DEF flat";32;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_710";710;40129383229;14;0;"Mo Long";"Inventory";false;59.6;"Will";6;6;9;"HP%";38;"SPD";4;1;"-";"-";"-";"-";"-";8;32;"-";658;"-";"-";"Rare";66.74
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"ATK flat";47;{"enchanted":false,"gvalue":0};"";0;{};"row_711";711;41513350488;0;0;"Inventory";"Inventory";false;61.96;"Will";6;6;9;"ATK%";38;"";0;0;"-";"-";47;"-";"-";"-";"-";"-";"-";5;10;"Hero";69.11
"SPD";12;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"DEF flat";35;{"enchanted":false,"gvalue":0};"";0;{};"row_712";712;41623312160;0;0;"Inventory";"Inventory";false;63.39;"Will";6;6;9;"ATK%";38;"";0;0;"-";"-";"-";"-";"-";"-";35;8;"-";12;"-";"Hero";70.54
"HP%";21;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_713";713;41725334809;0;0;"Inventory";"Inventory";false;79.76;"Will";6;6;12;"RES";48;"";0;0;"-";"-";"-";11;"-";12;"-";21;"-";"-";4;"Legend";79.76
"HP flat";357;{"enchanted":false,"gvalue":0};"ATK flat";29;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"";0;{};"row_714";714;41801691363;0;0;"Inventory";"Inventory";false;55.01;"Will";6;6;9;"HP%";38;"";0;0;"-";"-";29;"-";"-";"-";"-";"-";357;9;"-";"Hero";62.15
"SPD";12;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"ATK flat";35;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"row_715";715;42848296891;5;0;"Verad";"Inventory";false;74.11;"Will";6;6;12;"HP%";47;"RES";4;1;"-";"-";35;13;"-";"-";15;"-";"-";12;"-";"Legend";74.11
"SPD";12;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"ATK%";21;{"enchanted":false,"gvalue":0};"";0;{};"row_716";716;41397970486;125;0;"Rakan";"Inventory";false;72.83;"Will";6;6;9;"HP%";38;"";0;1;"-";4;"-";"-";21;"-";"-";"-";"-";12;"-";"Hero";79.97
"HP%";16;{"enchanted":false,"gvalue":0};"ACC";21;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";9;{"enchanted":false,"gvalue":0};"row_717";717;41906265802;33;0;"Cheongpung";"Inventory";true;89.88;"Will";6;6;13;"DEF%";50;"";0;1;"-";"-";"-";21;9;"-";"-";16;"-";11;"-";"Legend";89.88
"RES";12;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"";0;{};"row_718";718;37480410249;0;0;"Inventory";"Inventory";false;71.94;"Will";6;6;9;"ATK%";38;"";0;0;12;11;"-";"-";"-";"-";"-";"-";"-";12;"-";"Hero";79.08
"HP%";7;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":3};"ATK%";30;{"enchanted":false,"gvalue":6};"CRate";10;{"enchanted":false,"gvalue":0};"row_719";719;37515614079;45;0;"Loren";"Inventory";false;94.13;"Will";6;6;12;"DEF%";47;"HP flat";290;0;"-";"-";"-";"-";30;"-";"-";7;"-";9;10;"Legend";94.13
"DEF%";18;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"ATK flat";16;{"enchanted":false,"gvalue":0};"row_720";720;38243789219;0;0;"Inventory";"Inventory";false;67.14;"Will";6;6;12;"ATK%";47;"";0;0;"-";"-";16;"-";"-";18;"-";6;"-";6;"-";"Rare";67.14
"DEF%";14;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_721";721;43444728767;0;0;"Inventory";"Inventory";false;61.9;"Will";6;6;6;"HP%";29;"CRate";4;0;"-";"-";"-";10;"-";14;"-";"-";"-";"-";"-";"Rare";76.19
"CDmg";11;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_722";722;43444744382;0;0;"Inventory";"Inventory";false;74.02;"Will";6;6;9;"ACC";39;"";0;0;"-";11;"-";"-";"-";19;"-";6;"-";4;"-";"Legend";81.16
"SPD";16;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_723";723;41391732854;0;0;"Inventory";"Inventory";false;62.81;"Shield";1;6;6;"ATK flat";70;"HP flat";309;0;"-";5;"-";"-";"-";"-";"-";"-";"-";16;"-";"Rare";77.09
"RES";6;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"";0;{};"row_724";724;41607611308;0;0;"Inventory";"Inventory";false;71.17;"Shield";1;6;9;"ATK flat";94;"";0;0;6;12;"-";"-";"-";"-";"-";"-";"-";15;"-";"Hero";78.32
"SPD";21;{"enchanted":false,"gvalue":5};"ACC";8;{"enchanted":false,"gvalue":0};"HP flat";704;{"enchanted":false,"gvalue":303};"HP%";4;{"enchanted":true,"gvalue":0};"row_725";725;37361061067;29;0;"Okeanos";"Inventory";false;78.13;"Shield";1;6;12;"ATK flat";118;"";0;1;"-";"-";"-";8;"-";"-";"-";4;704;21;"-";"Legend";78.13
"ATK%";13;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"row_726";726;42728197868;0;0;"Inventory";"Inventory";false;86.9;"Shield";1;6;12;"ATK flat";118;"HP%";5;0;7;"-";"-";11;13;"-";"-";"-";"-";16;"-";"Legend";86.9
"RES";18;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"CDmg";9;{"enchanted":false,"gvalue":0};"row_727";727;32960015932;0;0;"Inventory";"Inventory";false;78.95;"Shield";2;5;12;"SPD";29;"DEF%";6;0;18;9;"-";6;"-";"-";"-";11;"-";"-";"-";"Legend";78.95
"ATK%";25;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"HP flat";262;{"enchanted":false,"gvalue":0};"";0;{};"row_728";728;41051818290;0;0;"Inventory";"Inventory";false;66.48;"Shield";2;6;9;"SPD";25;"";0;0;"-";"-";"-";"-";25;"-";"-";"-";262;"-";5;"Hero";73.63
"RES";13;{"enchanted":false,"gvalue":0};"CDmg";9;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_729";729;41403287213;0;0;"Inventory";"Inventory";false;71.56;"Shield";2;6;9;"HP%";38;"ATK flat";11;0;13;9;"-";"-";"-";"-";"-";"-";"-";11;"-";"Hero";78.71
"HP flat";228;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_730";730;41424734421;0;0;"Inventory";"Inventory";false;62.04;"Shield";2;6;6;"SPD";19;"CDmg";5;0;"-";"-";"-";"-";"-";"-";"-";"-";228;"-";16;"Rare";76.32
"DEF%";8;{"enchanted":false,"gvalue":0};"RES";16;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"";0;{};"row_731";731;41425094940;0;0;"Inventory";"Inventory";false;70.24;"Shield";2;6;9;"SPD";25;"";0;0;16;"-";"-";"-";"-";8;"-";"-";"-";"-";11;"Hero";77.38
"CDmg";9;{"enchanted":false,"gvalue":0};"ATK flat";28;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_732";732;41597406116;0;0;"Inventory";"Inventory";false;56.15;"Shield";2;6;6;"SPD";19;"DEF%";7;0;"-";9;28;"-";"-";"-";"-";"-";"-";"-";"-";"Rare";70.43
"DEF flat";28;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"";0;{};"row_733";733;41644370663;0;0;"Inventory";"Inventory";false;63.93;"Shield";2;6;9;"SPD";25;"";0;0;14;"-";"-";12;"-";"-";28;"-";"-";"-";"-";"Hero";71.07
"HP%";15;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"CRate";14;{"enchanted":false,"gvalue":0};"";0;{};"row_734";734;41788039006;0;0;"Inventory";"Inventory";false;72.7;"Shield";2;6;9;"SPD";25;"HP flat";352;0;"-";"-";"-";4;"-";"-";"-";15;"-";"-";14;"Hero";79.84
"ACC";9;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":0};"HP flat";1004;{"enchanted":false,"gvalue":0};"";0;{};"row_735";735;42847496180;0;0;"Inventory";"Inventory";true;69.38;"Shield";2;6;9;"SPD";25;"";0;0;"-";"-";"-";9;"-";"-";"-";18;1004;"-";"-";"Hero";76.53
"HP%";15;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"ATK%";9;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"row_736";736;41039879937;0;0;"Inventory";"Inventory";true;89.58;"Shield";2;6;12;"SPD";31;"";0;0;15;"-";"-";"-";9;"-";"-";15;"-";"-";16;"Legend";89.58
